2025-12-01 23:05:51,395 INFO    MainThread:12016 [wandb_setup.py:_flush():80] Current SDK version is 0.23.0
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_setup.py:_flush():80] Configure stats pid to 12016
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_setup.py:_flush():80] Loading settings from C:\Users\Asus\.config\wandb\settings
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_setup.py:_flush():80] Loading settings from F:\Codes\Wd-Pred\wandb\settings
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_init.py:setup_run_log_directory():713] Logging user logs to F:\Codes\Wd-Pred\wandb\run-20251201_230551-d00w39ld\logs\debug.log
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_init.py:setup_run_log_directory():714] Logging internal logs to F:\Codes\Wd-Pred\wandb\run-20251201_230551-d00w39ld\logs\debug-internal.log
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_init.py:init():840] calling init triggers
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_init.py:init():845] wandb.init called with sweep_config: {}
config: {'model_type': 'LSTM_Grid_Seq', 'look_back': 5, 'batch_size': 1024, 'epochs': 20, 'learning_rate': 0.0004, 'lstm_units': 64, 'dropout_rate': 0.35, 'embedding_dim': 24, 'seed': 2009, 'grid_feat_len': 8, 'grid_seq_feat_dim': 4, '_wandb': {}}
2025-12-01 23:05:51,396 INFO    MainThread:12016 [wandb_init.py:init():888] starting backend
2025-12-01 23:05:51,682 INFO    MainThread:12016 [wandb_init.py:init():891] sending inform_init request
2025-12-01 23:05:51,719 INFO    MainThread:12016 [wandb_init.py:init():899] backend started and connected
2025-12-01 23:05:51,730 INFO    MainThread:12016 [wandb_init.py:init():969] updated telemetry
2025-12-01 23:05:51,785 INFO    MainThread:12016 [wandb_init.py:init():993] communicating run to backend with 90.0 second timeout
2025-12-01 23:05:52,628 INFO    MainThread:12016 [wandb_init.py:init():1040] starting run threads in backend
2025-12-01 23:05:52,693 INFO    MainThread:12016 [wandb_run.py:_console_start():2504] atexit reg
2025-12-01 23:05:52,693 INFO    MainThread:12016 [wandb_run.py:_redirect():2352] redirect: wrap_raw
2025-12-01 23:05:52,693 INFO    MainThread:12016 [wandb_run.py:_redirect():2421] Wrapping output streams.
2025-12-01 23:05:52,693 INFO    MainThread:12016 [wandb_run.py:_redirect():2444] Redirects installed.
2025-12-01 23:05:52,695 INFO    MainThread:12016 [wandb_init.py:init():1080] run started, returning control to user process
2025-12-01 23:06:37,085 INFO    MainThread:12016 [wandb_run.py:_finish():2270] finishing run anony-mouse-242507206924556988/word-difficulty-prediction/d00w39ld
2025-12-01 23:06:37,086 INFO    MainThread:12016 [wandb_run.py:_atexit_cleanup():2469] got exitcode: 0
2025-12-01 23:06:37,086 INFO    MainThread:12016 [wandb_run.py:_restore():2451] restore
2025-12-01 23:06:37,086 INFO    MainThread:12016 [wandb_run.py:_restore():2457] restore done
2025-12-01 23:06:38,668 INFO    MainThread:12016 [wandb_run.py:_footer_sync_info():3853] logging synced files
